item_id,status,created_at,sku,price,qty_ordered,grand_total,increment_id,category_name_1,sales_commission_code,discount_amount,payment_method,Working Date,BI Status, MV ,Year,Month,Customer Since,M-Y,FY,Customer ID,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
245777.0,complete,9/27/2016,RS_Baklawa 500gm,330.0,1.0,330.0,100170792,Soghaat,\N,0.0,cod,9/27/2016,Net, 330 ,2016.0,9.0,2016-7,9-2016,FY17,36.0,,,,,
262972.0,complete,10/14/2016,lalqila_Bombay Biyani-850gm,510.0,1.0,970.0,100183038,Superstore,\N,0.0,cod,10/14/2016,Net, 510 ,2016.0,10.0,2016-7,10-2016,FY17,1447.0,,,,,
266623.0,complete,10/22/2016,Infinix Hot S Hazir-Grey-Grey-Islamabad,16899.0,1.0,16899.0,100185419,Mobiles & Tablets,\N,0.0,cod,10/22/2016,Net," 16,899 ",2016.0,10.0,2016-10,10-2016,FY17,12052.0,,,,,
232146.0,canceled,8/19/2016,iPhone 5s 16gb+Getiit Joy Band_bundle,38999.0,1.0,38999.0,100161599,Computing,\N,0.0,ublcreditcard,8/19/2016,Gross," 38,999 ",2016.0,8.0,2016-8,8-2016,FY17,4342.0,,,,,
236527.0,refund,9/1/2016,kcc_krone deal,360.0,1.0,360.0,100164694,Beauty & Grooming,C-ISB-101121,0.0,cod,9/1/2016,Valid, 360 ,2016.0,9.0,2016-7,9-2016,FY17,35.0,,,,,
320809.0,complete,11/24/2016,West point_WF-283,1237.0,1.0,638.0,100220806,Appliances,\N,0.0,Payaxis,11/24/2016,Net," 1,237 ",2016.0,11.0,2016-7,11-2016,FY17,1314.0,,,,,
211297.0,complete,7/1/2016,kcc_krone deal,360.0,1.0,360.0,100147557,Beauty & Grooming,C-MUX-100079,0.0,cod,7/1/2016,Net, 360 ,2016.0,7.0,2016-7,7-2016,FY17,43.0,,,,,
213172.0,canceled,7/9/2016,UK_Namkino Daal Moth Classic 160 Gms,90.0,1.0,1879.0,100148758,Soghaat,\N,0.0,mygateway,7/9/2016,Gross, 90 ,2016.0,7.0,2016-7,7-2016,FY17,159.0,,,,,
289740.0,complete,11/19/2016,shahi_buy one get one free Shahi Savory Mix,85.0,2.0,510.0,100200605,Soghaat,\N,0.0,cod,11/19/2016,Net, 170 ,2016.0,11.0,2016-7,11-2016,FY17,2023.0,,,,,
297655.0,complete,11/21/2016,Acro_PO5VHS-Large,749.0,1.0,749.0,100205385,Men's Fashion,\N,0.0,cod,11/21/2016,Net, 749 ,2016.0,11.0,2016-11,11-2016,FY17,16778.0,,,,,
291920.0,complete,11/20/2016,MMS_GS 808,1140.0,1.0,1611.0,100201927,Health & Sports,\N,228.0,jazzwallet,11/20/2016,Net," 1,140 ",2016.0,11.0,2016-9,11-2016,FY17,8674.0,,,,,
213991.0,closed,7/13/2016,kcc_krone deal,360.0,1.0,1699.0,100149334,Beauty & Grooming,\N,0.0,cod,7/13/2016,Net, 360 ,2016.0,7.0,2016-7,7-2016,FY17,990.0,,,,,
310686.0,complete,11/23/2016,Adolphs Collection_Pack of 10 Mobile Accessories-2,499.0,1.0,499.0,100214110,Mobiles & Tablets,\N,0.0,cod,11/23/2016,Net, 499 ,2016.0,11.0,2016-11,11-2016,FY17,18895.0,,,,,
235384.0,complete,8/29/2016,RS_Coconut Bites,140.0,1.0,140.0,100163867,Soghaat,C-ISB-47488,0.0,cod,8/29/2016,Net, 140 ,2016.0,8.0,2016-7,8-2016,FY17,35.0,,,,,
261930.0,complete,10/11/2016,Infinix Hot 4 Hazir-Black-Karachi,12599.0,1.0,12599.0,100182382,\N,\N,0.0,cod,10/11/2016,Net," 12,599 ",2016.0,10.0,2016-10,10-2016,FY17,11281.0,,,,,
230053.0,complete,8/13/2016,Hot 3 Gold Hazir-Rawalpindi,10499.0,1.0,10499.0,100160099,Mobiles & Tablets,\N,0.0,cod,8/13/2016,Net," 10,499 ",2016.0,8.0,2016-8,8-2016,FY17,3786.0,,,,,
320724.0,complete,11/24/2016,Stek_Wireless Mouse-blue,332.0,1.0,241.53,100220750,Computing,\N,90.47,jazzwallet,11/24/2016,Net, 332 ,2016.0,11.0,2016-11,11-2016,FY17,20104.0,,,,,
328540.0,complete,11/25/2016,Bata_8514206-Brown-41,1000.0,1.0,750.0,100225539,Men's Fashion,\N,250.0,jazzwallet,11/25/2016,Net," 1,000 ",2016.0,11.0,2016-11,11-2016,FY17,22333.0,,,,,
325821.0,received,11/25/2016,RUB_Rubian_Selfie Stick,320.0,1.0,3413.75,100223838,Mobiles & Tablets,\N,80.0,jazzwallet,11/25/2016,Valid, 320 ,2016.0,11.0,2016-11,11-2016,FY17,21730.0,,,,,
247418.0,complete,9/28/2016,b&d_Vacuum Cleaner VM1430,6475.0,1.0,10033.2,100172083,Appliances,\N,1942.5,Payaxis,9/28/2016,Net," 6,475 ",2016.0,9.0,2016-9,9-2016,FY17,8208.0,,,,,
309051.0,complete,11/23/2016,heater_De Longni,835.0,1.0,668.0,100213015,Appliances,R-ISB-58059,167.0,jazzvoucher,11/23/2016,Net, 835 ,2016.0,11.0,2016-7,11-2016,FY17,79.0,,,,,
316189.0,complete,11/24/2016,vitamin_Ultra Gainer,900.0,1.0,1800.0,100217865,Health & Sports,\N,0.0,cod,11/24/2016,Net, 900 ,2016.0,11.0,2016-11,11-2016,FY17,19896.0,,,,,
232361.0,complete,8/19/2016,kcc_krone deal,360.0,1.0,360.0,100161741,Beauty & Grooming,C-ISB-44435,0.0,cod,8/19/2016,Net, 360 ,2016.0,8.0,2016-7,8-2016,FY17,1165.0,,,,,
256295.0,complete,10/1/2016,Infinix Hot 4 Hazir-Gold-Karachi,12599.0,1.0,12599.0,100178565,\N,\N,0.0,cod,10/1/2016,Net," 12,599 ",2016.0,10.0,2016-8,10-2016,FY17,4642.0,,,,,
230906.0,canceled,8/15/2016,Carson Black_CB-01-002-XL,419.0,1.0,318.0,100160718,Men's Fashion,\N,256.11,cod,8/15/2016,Gross, 419 ,2016.0,8.0,2016-7,8-2016,FY17,2230.0,,,,,
246775.0,complete,9/28/2016,sockoye_CB-Crew Black,299.0,1.0,598.0,100171528,Health & Sports,\N,0.0,cod,9/28/2016,Net, 299 ,2016.0,9.0,2016-8,9-2016,FY17,2454.0,,,,,
298384.0,complete,11/22/2016,MDF 014_Seeds Salt Coated 250 gm,324.0,1.0,624.0,100205836,Soghaat,\N,0.0,cod,11/22/2016,Net, 324 ,2016.0,11.0,2016-11,11-2016,FY17,16909.0,,,,,
224937.0,complete,8/5/2016,RS_Sohan Halwa Tin,320.0,1.0,0.0,100157016,Soghaat,\N,0.0,customercredit,8/5/2016,Net, 320 ,2016.0,8.0,2016-8,8-2016,FY17,2935.0,,,,,
330990.0,canceled,11/25/2016,Igeek_Igeek Mini Mobile Tripod + Holder,350.0,1.0,409.5,100227023,Mobiles & Tablets,\N,105.0,Payaxis,11/25/2016,Gross, 350 ,2016.0,11.0,2016-11,11-2016,FY17,15672.0,,,,,
231527.0,order_refunded,8/17/2016,kcc_krone deal,360.0,1.0,480.0,100161178,Beauty & Grooming,R-LHC-104132,0.0,cod,8/17/2016,Valid, 360 ,2016.0,8.0,2016-8,8-2016,FY17,2418.0,,,,,
235771.0,order_refunded,8/30/2016,samsungGALAXY J710F-2016 DS LTE,33000.0,1.0,33000.0,100164158,Mobiles & Tablets,R-isb-58059,0.0,cod,8/30/2016,Valid," 33,000 ",2016.0,8.0,2016-7,8-2016,FY17,79.0,,,,,
321876.0,complete,11/24/2016,TO_010- LADIES HAND WATCHES,499.0,1.0,499.0,100221558,Women's Fashion,10,0.0,cod,11/24/2016,Net, 499 ,2016.0,11.0,2016-11,11-2016,FY17,20945.0,,,,,
260433.0,order_refunded,10/8/2016,Note 2 Hazir-Grey-Lahore,15999.0,1.0,15999.0,100181383,Mobiles & Tablets,\N,0.0,cod,10/8/2016,Valid," 15,999 ",2016.0,10.0,2016-7,10-2016,FY17,1014.0,,,,,
250528.0,canceled,9/29/2016,igeek_iGeek Moka Fast Charging Power Bank - 7500 mAh - PINK,670.0,1.0,335.0,100174374,Mobiles & Tablets,\N,335.0,Payaxis,9/29/2016,Gross, 670 ,2016.0,9.0,2016-9,9-2016,FY17,9302.0,,,,,
242975.0,complete,9/21/2016,itter_AB 1200,250.0,1.0,250.0,100168839,Beauty & Grooming,C-LHC-30924,0.0,cod,9/21/2016,Net, 250 ,2016.0,9.0,2016-7,9-2016,FY17,163.0,,,,,
309225.0,canceled,11/23/2016,dawlance_LVS 30 18000BTU,36520.0,1.0,20451.2,100213126,Appliances,\N,16068.8,jazzwallet,11/23/2016,Gross," 36,520 ",2016.0,11.0,2016-9,11-2016,FY17,8076.0,,,,,
275541.0,complete,11/7/2016,Adolphs_TT-1-Black-L,399.0,1.0,399.0,100191076,Men's Fashion,\N,0.0,cod,11/7/2016,Net, 399 ,2016.0,11.0,2016-9,11-2016,FY17,8054.0,,,,,
304981.0,complete,11/23/2016,Rajesh_RAJ001,730.0,1.0,730.0,100210328,Home & Living,C-ISB-41555,0.0,cod,11/23/2016,Net, 730 ,2016.0,11.0,2016-7,11-2016,FY17,35.0,,,,,
216465.0,complete,7/20/2016,kke_SCF690_17-A2P-global-001,1160.0,1.0,1160.0,100151214,Kids & Baby,\N,0.0,cod,7/20/2016,Net," 1,160 ",2016.0,7.0,2016-7,7-2016,FY17,1487.0,,,,,
316520.0,canceled,11/24/2016,Bata_8516105-Black-42,800.0,1.0,640.0,100218093,Men's Fashion,\N,160.0,jazzvoucher,11/24/2016,Gross, 800 ,2016.0,11.0,2016-9,11-2016,FY17,5741.0,,,,,
255258.0,canceled,9/30/2016,HP_Officejet 2130 (3-in-1),3989.0,1.0,2991.75,100177790,Computing,\N,997.25,Payaxis,9/30/2016,Gross," 3,989 ",2016.0,9.0,2016-9,9-2016,FY17,10275.0,,,,,
226157.0,canceled,8/8/2016,TTmachine_pakistan04-L,399.0,1.0,559.0,100157721,Men's Fashion,R-PEW-104414,0.0,mcblite,8/8/2016,Gross, 399 ,2016.0,8.0,2016-7,8-2016,FY17,230.0,,,,,
255176.0,complete,9/30/2016,shahi_buy one get one free Shahi Savory Mix,85.0,1.0,85.0,100177733,Soghaat,\N,0.0,cod,9/30/2016,Net, 85 ,2016.0,9.0,2016-9,9-2016,FY17,10128.0,,,,,
299313.0,complete,11/22/2016,emart_00-1,649.0,1.0,389.4,100206464,\N,\N,259.6,Payaxis,11/22/2016,Net, 649 ,2016.0,11.0,2016-11,11-2016,FY17,15268.0,,,,,
279029.0,order_refunded,11/12/2016,Acro-PO1HOD-Grey-Medium,399.0,1.0,399.0,100193465,Men's Fashion,hdd 105640,0.0,cod,11/12/2016,Valid, 399 ,2016.0,11.0,2016-8,11-2016,FY17,3210.0,,,,,
259820.0,complete,10/7/2016,Qmobile Noir X32,5500.0,1.0,5500.0,100181015,Mobiles & Tablets,C-ISB-33136,0.0,cod,10/7/2016,Net," 5,500 ",2016.0,10.0,2016-7,10-2016,FY17,35.0,,,,,
327051.0,complete,11/25/2016,ZNE_BG-02,650.0,1.0,552.5,100224587,Women's Fashion,R_MUX_105458,97.5,jazzwallet,11/25/2016,Net, 650 ,2016.0,11.0,2016-7,11-2016,FY17,1302.0,,,,,
302924.0,complete,11/22/2016,Rubian_U8 Smart Watch,1200.0,1.0,2748.0,100209041,Mobiles & Tablets,\N,0.0,cod,11/22/2016,Net," 1,200 ",2016.0,11.0,2016-11,11-2016,FY17,17613.0,,,,,
332479.0,canceled,11/25/2016,Chk_Sweet Chilli Sauce 300 gms with Free Arabian Garlic Sauce 27,300.0,1.0,300.0,100227982,Superstore,\N,0.0,jazzwallet,11/25/2016,Gross, 300 ,2016.0,11.0,2016-9,11-2016,FY17,8198.0,,,,,
211769.0,canceled,7/2/2016,Apple iPhone 6S 16GB,80000.0,1.0,80000.0,100147911,Mobiles & Tablets,\N,0.0,ublcreditcard,7/2/2016,Gross," 80,000 ",2016.0,7.0,2016-7,7-2016,FY17,200.0,,,,,
315807.0,canceled,11/24/2016,Aybeez_SST-789-L,780.0,1.0,780.0,100217629,Men's Fashion,\N,0.0,Payaxis,11/24/2016,Gross, 780 ,2016.0,11.0,2016-11,11-2016,FY17,19851.0,,,,,
288191.0,canceled,11/19/2016,emart_00-7,699.0,1.0,419.4,100199554,Home & Living,\N,279.6,Payaxis,11/19/2016,Gross, 699 ,2016.0,11.0,2016-11,11-2016,FY17,14816.0,,,,,
251100.0,complete,9/30/2016,b&d_Coffee Maker DCM600,4396.0,1.0,3077.2,100174781,Appliances,\N,1318.8,Payaxis,9/30/2016,Net," 4,396 ",2016.0,9.0,2016-9,9-2016,FY17,8288.0,,,,,
312942.0,complete,11/23/2016,Addlink_Addlinku302.O16GB,600.0,1.0,135.0,100215692,Computing,\N,465.0,jazzwallet,11/23/2016,Net, 600 ,2016.0,11.0,2016-9,11-2016,FY17,8392.0,,,,,
255802.0,complete,10/1/2016,Ref_Frankfort 2065-Black -44,2795.0,1.0,2795.0,100178211,Men's Fashion,C-PEW-31067,0.0,cod,10/1/2016,Net," 2,795 ",2016.0,10.0,2016-10,10-2016,FY17,10348.0,,,,,
308358.0,canceled,11/23/2016,sony_DSC-W800,9500.0,1.0,5225.0,100212602,Entertainment,\N,4275.0,jazzwallet,11/23/2016,Gross," 9,500 ",2016.0,11.0,2016-8,11-2016,FY17,4167.0,,,,,
286231.0,complete,11/19/2016,shahi_buy one get one free Shahi Savory Mix,85.0,1.0,85.0,100198180,Soghaat,C-LHC-40161,0.0,cod,11/19/2016,Net, 85 ,2016.0,11.0,2016-7,11-2016,FY17,163.0,,,,,
267691.0,complete,10/24/2016,RS_Soan Papri-250gm,160.0,1.0,160.0,100186146,Soghaat,\N,0.0,cod,10/24/2016,Net, 160 ,2016.0,10.0,2016-10,10-2016,FY17,12207.0,,,,,
246339.0,canceled,9/28/2016,dawlance_Microwave Oven MD-7 - 20 litres,6055.0,1.0,5977.75,100171219,Appliances,\N,1513.75,Payaxis,9/28/2016,Gross," 6,055 ",2016.0,9.0,2016-9,9-2016,FY17,8040.0,,,,,
315622.0,canceled,11/24/2016,NVC_VR Box Pro 3 + Remote - White,768.0,1.0,460.8,100217495,Mobiles & Tablets,\N,307.2,jazzwallet,11/24/2016,Gross, 768 ,2016.0,11.0,2016-11,11-2016,FY17,19809.0,,,,,
211772.0,order_refunded,7/2/2016,Q&Q_VW90-112Y,1700.0,1.0,1700.0,100147914,Men's Fashion,\N,0.0,cod,7/2/2016,Valid," 1,700 ",2016.0,7.0,2016-7,7-2016,FY17,203.0,,,,,
249569.0,canceled,9/29/2016,Spell_Spell_PL-50 Chopper,2149.0,1.0,1934.1,100173710,Appliances,\N,214.9,Payaxis,9/29/2016,Gross," 2,149 ",2016.0,9.0,2016-9,9-2016,FY17,9049.0,,,,,
291170.0,complete,11/20/2016,shahi_buy one get one free Shahi Savory Mix,85.0,1.0,85.0,100201437,Soghaat,\N,0.0,cod,11/20/2016,Net, 85 ,2016.0,11.0,2016-9,11-2016,FY17,8089.0,,,,,
229617.0,canceled,8/12/2016,Huawei Honour 5X,29800.0,1.0,29800.0,100159794,Mobiles & Tablets,C-RWP-31924,0.0,cod,8/12/2016,Gross," 29,800 ",2016.0,8.0,2016-7,8-2016,FY17,33.0,,,,,
233647.0,order_refunded,8/23/2016,Infinix Hot S 3 GB Hazir-Gold-Rawalpindi,1.0,1.0,1.0,100162625,Mobiles & Tablets,\N,0.0,cod,8/23/2016,Valid, 1 ,2016.0,8.0,2016-7,8-2016,FY17,2230.0,,,,,
252750.0,canceled,9/30/2016,Al Muhafiz Sohan Halwa Almond,240.0,1.0,216.0,100175880,Soghaat,\N,24.0,Payaxis,9/30/2016,Gross, 240 ,2016.0,9.0,2016-7,9-2016,FY17,967.0,,,,,
273141.0,complete,11/3/2016,HOS-m_CH212VM100,6700.0,1.0,6700.0,100189603,Beauty & Grooming,C-RWP-31924,0.0,cod,11/3/2016,Net," 6,700 ",2016.0,11.0,2016-7,11-2016,FY17,33.0,,,,,
294201.0,canceled,11/21/2016,electro_Humidifier,999.0,1.0,1909.0,100203208,Others,\N,0.0,Payaxis,11/21/2016,Gross, 999 ,2016.0,11.0,2016-11,11-2016,FY17,16226.0,,,,,
333842.0,complete,11/25/2016,texi tech_Optical Mouse 177016,960.0,1.0,1410.0,100228858,Computing,\N,0.0,cod,11/25/2016,Net, 960 ,2016.0,11.0,2016-11,11-2016,FY17,23237.0,,,,,
253758.0,canceled,9/30/2016,Fitbit_Blaze,32000.0,1.0,32000.0,100176618,Mobiles & Tablets,\N,0.0,cod,9/30/2016,Gross," 32,000 ",2016.0,9.0,2016-9,9-2016,FY17,10001.0,,,,,
253309.0,complete,9/30/2016,kcc_krone deal,360.0,1.0,360.0,100176299,Beauty & Grooming,C-ISB-45193,0.0,cod,9/30/2016,Net, 360 ,2016.0,9.0,2016-7,9-2016,FY17,35.0,,,,,
290316.0,canceled,11/20/2016,emart_Mozar Hair Dryer,809.0,1.0,2219.4,100200919,Beauty & Grooming,\N,323.6,Payaxis,11/20/2016,Gross, 809 ,2016.0,11.0,2016-9,11-2016,FY17,10147.0,,,,,
215978.0,order_refunded,7/18/2016,PC_5P COMBED-004,1000.0,1.0,1000.0,100150857,Men's Fashion,R-PEW-50644,0.0,cod,7/18/2016,Valid," 1,000 ",2016.0,7.0,2016-7,7-2016,FY17,86.0,,,,,
297579.0,complete,11/21/2016,Tmall_TummyTrimmer_Single,499.0,1.0,499.0,100205338,Health & Sports,\N,0.0,cod,11/21/2016,Net, 499 ,2016.0,11.0,2016-11,11-2016,FY17,16763.0,,,,,
317948.0,canceled,11/24/2016,PEL_BF-PRGD 120 M 230 L,34830.0,1.0,27864.0,100218918,Appliances,\N,6966.0,jazzwallet,11/24/2016,Gross," 34,830 ",2016.0,11.0,2016-11,11-2016,FY17,20077.0,,,,,
334296.0,complete,11/25/2016,unilever_Deal-5,370.0,1.0,370.0,100229148,Superstore,\N,0.0,cod,11/25/2016,Net, 370 ,2016.0,11.0,2016-11,11-2016,FY17,23404.0,,,,,
278424.0,complete,11/11/2016,un_Beauty Care Bundle_BC,200.0,1.0,200.0,100193070,Beauty & Grooming,C-MUX-33202,0.0,cod,11/11/2016,Net, 200 ,2016.0,11.0,2016-7,11-2016,FY17,767.0,,,,,
318761.0,complete,11/24/2016,iGeek_Magnifier 3D Enlarge Screen,140.0,1.0,946.9,100219422,Mobiles & Tablets,\N,56.0,jazzwallet,11/24/2016,Net, 140 ,2016.0,11.0,2016-10,11-2016,FY17,12291.0,,,,,
292190.0,complete,11/20/2016,adolph_WD-9-XL,749.0,1.0,2047.0,100202069,Men's Fashion,\N,0.0,cod,11/20/2016,Net, 749 ,2016.0,11.0,2016-11,11-2016,FY17,15837.0,,,,,
249264.0,canceled,9/29/2016,samsungGALAXY S-7 EDGE 32GB LTE,76000.0,1.0,68400.0,100173510,Mobiles & Tablets,\N,7600.0,Payaxis,9/29/2016,Gross," 76,000 ",2016.0,9.0,2016-9,9-2016,FY17,8959.0,,,,,
272091.0,complete,11/1/2016,AKL_A131135364-FW-30-Blue,2600.0,1.0,2600.0,100188920,Women's Fashion,R-KHW-104406,0.0,cod,11/1/2016,Net," 2,600 ",2016.0,11.0,2016-7,11-2016,FY17,13.0,,,,,
282576.0,complete,11/18/2016,Acro-PO2HOD-Large,799.0,1.0,799.0,100195805,Men's Fashion,C-ISB-106323,0.0,cod,11/18/2016,Net, 799 ,2016.0,11.0,2016-7,11-2016,FY17,35.0,,,,,
230977.0,canceled,8/16/2016,Samsung Galaxy S6 (32GB) SM-G920F Gold,59999.0,1.0,59999.0,100160771,Mobiles & Tablets,\N,0.0,ublcreditcard,8/16/2016,Gross," 59,999 ",2016.0,8.0,2016-8,8-2016,FY17,4043.0,,,,,
235972.0,complete,8/30/2016,qzs_bundle2,1399.0,1.0,1399.0,100164307,Men's Fashion,R-RWP-103991,0.0,cod,8/30/2016,Net," 1,399 ",2016.0,8.0,2016-7,8-2016,FY17,101.0,,,,,
324770.0,canceled,11/25/2016,Nasgas_Electric geyser Semi Electric Instant geyser 8L,8299.0,1.0,6639.2,100223316,Appliances,\N,1659.8,jazzwallet,11/25/2016,Gross," 8,299 ",2016.0,11.0,2016-9,11-2016,FY17,8160.0,,,,,
324831.0,complete,11/25/2016,adolph_WD-1-L,325.0,1.0,325.0,100223349,Men's Fashion,\N,0.0,cod,11/25/2016,Net, 325 ,2016.0,11.0,2016-11,11-2016,FY17,20764.0,,,,,
311983.0,canceled,11/23/2016,NVC_VR Box Pro 3 + Remote - White,768.0,1.0,499.2,100214964,Mobiles & Tablets,\N,268.8,jazzvoucher,11/23/2016,Gross, 768 ,2016.0,11.0,2016-11,11-2016,FY17,19123.0,,,,,
280264.0,canceled,11/15/2016,Prime_DJBH-2XL,1999.0,1.0,13349.0,100194286,Men's Fashion,\N,0.0,Payaxis,11/15/2016,Gross," 1,999 ",2016.0,11.0,2016-9,11-2016,FY17,8963.0,,,,,
248238.0,canceled,9/29/2016,PC_1P SP L/C -001,150.0,1.0,1171.5,100172717,Women's Fashion,R-RWP-103991,0.0,Payaxis,9/29/2016,Gross, 150 ,2016.0,9.0,2016-7,9-2016,FY17,66.0,,,,,
300089.0,canceled,11/22/2016,dawlance_DW-6500,12935.0,1.0,12935.0,100207029,Appliances,R-KHW-50744,0.0,cod,11/22/2016,Gross," 12,935 ",2016.0,11.0,2016-7,11-2016,FY17,802.0,,,,,
276543.0,complete,11/8/2016,RS_Plain Rusk,55.0,1.0,55.0,100191790,Soghaat,C-LHC-104626,0.0,cod,11/8/2016,Net, 55 ,2016.0,11.0,2016-7,11-2016,FY17,163.0,,,,,
320342.0,complete,11/24/2016,GMZV_BATTLEFIELD 1- PS4,5750.0,1.0,13965.73,100220513,Entertainment,\N,1437.5,jazzwallet,11/24/2016,Net," 5,750 ",2016.0,11.0,2016-9,11-2016,FY17,10122.0,,,,,
313121.0,complete,11/23/2016,iGeek_Selfie Stick with Extendable Audio Cable Wire - Black,165.0,1.0,165.0,100215815,Mobiles & Tablets,\N,0.0,cod,11/23/2016,Net, 165 ,2016.0,11.0,2016-11,11-2016,FY17,13531.0,,,,,
292549.0,complete,11/20/2016,AC_75,699.0,1.0,629.1,100202263,Women's Fashion,\N,69.9,jazzvoucher,11/20/2016,Net, 699 ,2016.0,11.0,2016-9,11-2016,FY17,9702.0,,,,,
285705.0,complete,11/19/2016,CA_shirt-XLarge,99.0,11.0,1089.0,100197818,Men's Fashion,C-MUX-5118,0.0,cod,11/19/2016,Net," 1,089 ",2016.0,11.0,2016-7,11-2016,FY17,767.0,,,,,
266465.0,complete,10/22/2016,Valarie_CAM 02 BK-S,875.0,1.0,875.0,100185318,Women's Fashion,\N,0.0,cod,10/22/2016,Net, 875 ,2016.0,10.0,2016-10,10-2016,FY17,12026.0,,,,,
259629.0,canceled,10/7/2016,kcc_krone deal,360.0,1.0,360.0,100180869,Beauty & Grooming,C-KHIW-43409,0.0,Payaxis,10/7/2016,Gross, 360 ,2016.0,10.0,2016-7,10-2016,FY17,1570.0,,,,,
228852.0,complete,8/10/2016,RS_Soan Papri-250gm,160.0,1.0,160.0,100159274,Soghaat,\N,0.0,cod,8/10/2016,Net, 160 ,2016.0,8.0,2016-7,8-2016,FY17,479.0,,,,,
327146.0,complete,11/25/2016,Relevant_SSW-8-L,600.0,1.0,600.0,100224656,Women's Fashion,\N,0.0,cod,11/25/2016,Net, 600 ,2016.0,11.0,2016-11,11-2016,FY17,22033.0,,,,,
322247.0,complete,11/24/2016,Audionic_ B-800,1299.0,1.0,974.25,100221810,Computing,\N,324.75,jazzwallet,11/24/2016,Net," 1,299 ",2016.0,11.0,2016-11,11-2016,FY17,15895.0,,,,,
311732.0,canceled,11/23/2016,TTmachine_BF002-L,937.5,1.0,937.5,100214823,Men's Fashion,\N,0.0,Payaxis,11/23/2016,Gross, 938 ,2016.0,11.0,2016-11,11-2016,FY17,19101.0,,,,,
329676.0,canceled,11/25/2016,Bata_8534468-Brown-42,1000.0,1.0,800.0,100226214,Men's Fashion,R-ISB-50859,200.0,Payaxis,11/25/2016,Gross," 1,000 ",2016.0,11.0,2016-11,11-2016,FY17,22496.0,,,,,
321674.0,complete,11/24/2016,sentiment_WCK01-A-Karachi,543.0,1.0,543.0,100221412,Soghaat,c-khe-57785,0.0,cod,11/24/2016,Net, 543 ,2016.0,11.0,2016-11,11-2016,FY17,17268.0,,,,,
280122.0,complete,11/15/2016,iGeek_VR Box - Virtual Reality Glasses with Remote - White,1470.59,1.0,0.0,100194191,Mobiles & Tablets,\N,0.0,customercredit,11/15/2016,Net," 1,471 ",2016.0,11.0,2016-8,11-2016,FY17,2575.0,,,,,
302874.0,order_refunded,11/22/2016,iGeek_Selfie Stick with Extendable Audio Cable Wire - Black,165.0,1.0,399.0,100209005,Mobiles & Tablets,\N,66.0,jazzwallet,11/22/2016,Valid, 165 ,2016.0,11.0,2016-7,11-2016,FY17,1139.0,,,,,
