Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
491397,72803B,OCEAN SCENT CANDLE JEWELLED DRAWER,1,2009-12-10 16:39:00,4.25,12933.0,United Kingdom
489857,37502,TEA TIME MUG IN GIFT BOX,1,2009-12-02 14:43:00,6.04,,United Kingdom
489788,22175,PINK OWL SOFT TOY,3,2009-12-02 11:55:00,2.95,13564.0,United Kingdom
492585,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2009-12-17 15:26:00,2.95,14085.0,United Kingdom
491077,20862,PINK PATCH PENCIL CASE BLUE HEART,2,2009-12-09 12:57:00,2.1,14593.0,United Kingdom
494011,20657,TROPICAL LUGGAGE TAG,4,2010-01-11 09:30:00,0.87,,United Kingdom
492945,22037,ROBOT BIRTHDAY CARD,12,2009-12-21 13:29:00,0.42,14032.0,United Kingdom
493820,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,1,2010-01-07 12:37:00,3.25,13821.0,United Kingdom
490292,22070,SMALL RETRO SPOT MUG IN BOX  RED,2,2009-12-04 13:23:00,3.75,16723.0,United Kingdom
492801,82582,AREA PATROLLED METAL SIGN,2,2009-12-20 12:04:00,2.1,17231.0,United Kingdom
491126,20668,DISCO BALL CHRISTMAS DECORATION,24,2009-12-09 15:36:00,0.12,16186.0,United Kingdom
490137,21826,EIGHT PIECE DINOSAUR SET,12,2009-12-03 19:22:00,1.25,14713.0,United Kingdom
492571,22301,COFFEE MUG CAT + BIRD DESIGN,6,2009-12-17 14:22:00,2.55,16439.0,United Kingdom
491966,21989,PACK OF 20 SKULL PAPER NAPKINS,2,2009-12-14 17:16:00,1.7,,United Kingdom
492783,90168,2 DAISIES HAIR COMB,1,2009-12-18 17:15:00,3.03,,United Kingdom
490603,35991,SET/6 BLACK SNOWFLAKE T-LIGHTS ,2,2009-12-07 11:05:00,1.69,14695.0,United Kingdom
491654,72741,GRAND CHOCOLATECANDLE,27,2009-12-13 10:54:00,1.45,16104.0,United Kingdom
491731,21051,RIBBONS PURSE ,12,2009-12-14 09:59:00,1.69,18087.0,United Kingdom
490796,37449,CERAMIC CAKE STAND + HANGING CAKES,8,2009-12-08 11:44:00,8.5,14290.0,United Kingdom
491432,84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,1,2009-12-11 09:58:00,12.75,16293.0,United Kingdom
492782,21246,RED SPOTTY BIG BOWL,1,2009-12-18 17:06:00,11.26,,United Kingdom
489787,21985,PACK OF 12 HEARTS DESIGN TISSUES ,2,2009-12-02 11:53:00,0.29,15542.0,United Kingdom
492757,21888,BINGO SET,12,2009-12-18 14:08:00,3.75,,EIRE
490680,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2009-12-07 13:32:00,2.95,17441.0,United Kingdom
493978,21154,RED SPOTTY OVEN GLOVE ,1,2010-01-10 11:55:00,1.25,17920.0,United Kingdom
491966,15044D,RED PAPER PARASOL,2,2009-12-14 17:16:00,6.04,,United Kingdom
493568,22270,HAPPY EASTER HANGING DECORATION,4,2010-01-05 09:16:00,3.75,16875.0,United Kingdom
493221,35001P,,3,2009-12-22 13:40:00,0.0,,United Kingdom
490745,90040A,MURANO STYLE GLASS BRACELET RED,2,2009-12-07 18:02:00,4.33,,United Kingdom
489837,21670,BLUE SPOT CERAMIC DRAWER KNOB,6,2009-12-02 14:21:00,1.25,14396.0,United Kingdom
489533,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,2009-12-01 12:02:00,1.25,16011.0,United Kingdom
491173,21658,GLASS  BEURRE DISH,5,2009-12-10 11:42:00,3.95,15858.0,United Kingdom
492303,90033,IVORY SHELL HEART EARRINGS,1,2009-12-16 11:57:00,2.59,,United Kingdom
492425,90177C,DROP DIAMANTE EARRINGS CRYSTAL,2,2009-12-16 17:58:00,3.03,,United Kingdom
491043,90013B,BLACK VINTAGE EARRINGS,1,2009-12-09 09:51:00,4.33,,United Kingdom
490680,21249,WOODLAND  HEIGHT CHART STICKERS ,6,2009-12-07 13:32:00,2.95,17441.0,United Kingdom
491155,35004C,SET OF 3 COLOURED  FLYING DUCKS,3,2009-12-10 09:49:00,13.0,,United Kingdom
493073,22347,PIZZA SLICE DISH,1,2009-12-22 09:41:00,2.57,,United Kingdom
493715,21849,SILVER DIAMANTE PEN IN GIFT BOX,1,2010-01-05 16:38:00,4.95,14954.0,United Kingdom
490323,21883,STARS GIFT TAPE ,4,2009-12-04 15:27:00,0.65,14087.0,United Kingdom
490957,20661,BLUE SPOTTY PURSE ,6,2009-12-08 15:12:00,2.95,15823.0,United Kingdom
493949,85232B,SET/3 RUSSIAN DOLL STACKING TINS,3,2010-01-08 12:51:00,4.95,16325.0,United Kingdom
491672,20731,POSY CANDY BAG,100,2009-12-13 11:46:00,0.38,17172.0,United Kingdom
493267,21328,BALLOONS  WRITING SET ,1,2009-12-22 15:06:00,3.43,,United Kingdom
493819,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,80,2010-01-07 12:34:00,4.25,14156.0,EIRE
491990,C2,,100,2009-12-15 10:06:00,0.0,,United Kingdom
489600,37370,RETRO COFFEE MUGS ASSORTED,1,2009-12-01 14:43:00,16.48,,United Kingdom
490817,84912A,PINK ROSE WASHBAG,2,2009-12-08 12:33:00,3.75,15311.0,United Kingdom
490074,84946,ANTIQUE SILVER TEA GLASS ETCHED,5,2009-12-03 14:39:00,2.57,,United Kingdom
490667,22082,RIBBON REEL STRIPES DESIGN ,2,2009-12-07 12:32:00,1.65,13234.0,United Kingdom
490490,22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",2,2009-12-06 13:10:00,9.95,14546.0,United Kingdom
491969,21398,RED  SPOTTY COFFEE  MUG,1,2009-12-14 17:57:00,4.3,,United Kingdom
491966,84029C,BROWN FURRY HOT WATER BOTTLE,2,2009-12-14 17:16:00,7.78,,United Kingdom
492409,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2009-12-16 16:07:00,0.85,13008.0,United Kingdom
493073,90171,DAISY RING,1,2009-12-22 09:41:00,1.29,,United Kingdom
492420,20961,STRAWBERRY BATH SPONGE ,1,2009-12-16 17:36:00,1.25,,United Kingdom
493878,84671B,CROCHET BEAR WITH BLUE STRIPES,4,2010-01-08 09:08:00,2.55,14769.0,United Kingdom
491833,22030,SWALLOWS GREETING CARD,12,2009-12-14 14:35:00,0.42,12926.0,United Kingdom
489857,20719,WOODLAND CHARLOTTE BAG,20,2009-12-02 14:43:00,1.7,,United Kingdom
489866,84832,ZINC WILLIE WINKIE  CANDLE STICK,15,2009-12-02 15:04:00,0.85,16200.0,United Kingdom
493872,21035,SET/2 RED SPOTTY TEA TOWELS ,6,2010-01-07 18:33:00,2.95,16296.0,United Kingdom
489593,21490,SET OF THREE 50'S GIFT WRAPS ,4,2009-12-01 14:19:00,1.95,12836.0,United Kingdom
491707,79341,WILLOW BRANCH LIGHTS.,1,2009-12-13 14:38:00,6.75,17969.0,United Kingdom
490745,20991,JAZZ HEARTS MAGNETIC MEMO PAD,2,2009-12-07 18:02:00,1.3,,United Kingdom
489791,84597C,RETRO PINK BALL ASHTRAY ,1,2009-12-02 12:06:00,1.25,15542.0,United Kingdom
492425,84884A,ANT WHITE WIRE HEART SPIRAL,1,2009-12-16 17:58:00,8.65,,United Kingdom
491457,22112,CHOCOLATE HOT WATER BOTTLE,2,2009-12-11 11:26:00,4.95,15998.0,United Kingdom
490707,20671,BLUE TEATIME PRINT BOWL ,2,2009-12-07 15:02:00,1.25,17865.0,United Kingdom
491894,84081,WHITE CERAMIC PARTY SET (5PCS),24,2009-12-14 15:18:00,3.39,14062.0,United Kingdom
490162,37408,ASSORTED DESIGN GEISHA GIRL MUGS,5,2009-12-04 11:07:00,1.25,13946.0,United Kingdom
491630,21791,VINTAGE HEADS AND TAILS CARD GAME ,5,2009-12-11 14:39:00,1.25,17851.0,United Kingdom
491816,20724,RED SPOTTY CHARLOTTE BAG,20,2009-12-14 13:36:00,0.85,14961.0,United Kingdom
492414,84854,GIRLY PINK TOOL SET,1,2009-12-16 17:01:00,8.65,,United Kingdom
C492712,21527,RETRO SPOT TRADITIONAL TEAPOT ,-2,2009-12-18 10:10:00,7.95,12471.0,Germany
492367,21498,RED SPOTS  WRAP ,25,2009-12-16 14:00:00,0.42,13178.0,United Kingdom
491729,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2009-12-14 09:48:00,0.42,13462.0,United Kingdom
490851,21164,HOME SWEET HOME METAL SIGN ,6,2009-12-08 12:48:00,2.95,13643.0,United Kingdom
491717,21318,GLASS CHALICE BLUE SMALL ,1,2009-12-13 15:54:00,1.65,16725.0,United Kingdom
490063,85053,FRENCH ENAMEL CANDLEHOLDER,2,2009-12-03 13:49:00,2.1,17271.0,United Kingdom
491406,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2,2009-12-10 18:27:00,2.1,14081.0,United Kingdom
492134,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,2009-12-15 14:19:00,1.25,,United Kingdom
492368,22119, PEACE WOODEN BLOCK LETTERS,4,2009-12-16 14:08:00,6.95,14415.0,United Kingdom
492425,90005A,JADE GREEN ENAMEL HAIR COMB,1,2009-12-16 17:58:00,2.16,,United Kingdom
493798,47502,POLKADOT CUTLERY 24 PCS IN TRAY,20,2010-01-07 11:09:00,9.95,16029.0,United Kingdom
493721,85049F,BABY BOOM RIBBONS ,3,2010-01-06 10:53:00,1.25,17362.0,United Kingdom
490149,70007,HI TEC ALPINE HAND WARMER,2,2009-12-04 09:43:00,3.43,,United Kingdom
492640,20777,CHRYSANTHEMUM NOTEBOOK,1,2009-12-17 16:38:00,1.65,13077.0,United Kingdom
491427,21843,RETRO SPOT CAKE STAND,1,2009-12-10 20:22:00,10.95,14702.0,United Kingdom
493264,21931,JUMBO STORAGE BAG SUKI,1,2009-12-22 15:04:00,4.3,,United Kingdom
491971,79302M,"ART LIGHTS,FUNK MONKEY",1,2009-12-14 18:37:00,6.04,,United Kingdom
490014,20979,36 PENCILS TUBE RED SPOTTY,2,2009-12-03 12:28:00,1.25,15466.0,United Kingdom
492226,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,2009-12-15 18:33:00,6.04,,United Kingdom
491924,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2009-12-14 15:31:00,3.75,17364.0,United Kingdom
490893,21756,BATH BUILDING BLOCK WORD,2,2009-12-08 13:02:00,5.95,13571.0,United Kingdom
491123,21830,ASSORTED CREEPY CRAWLIES,144,2009-12-09 15:20:00,0.42,17043.0,United Kingdom
490489,22315,200 RED + WHITE BENDY STRAWS,1,2009-12-06 13:08:00,1.25,15751.0,United Kingdom
493074,35647,VINTAGE BEAD PINK SHADE ,1,2009-12-22 09:45:00,2.57,,United Kingdom
492414,21986,PACK OF 12 PINK SPOT TISSUES ,1,2009-12-16 17:01:00,0.83,,United Kingdom
490136,22204,MILK PAN BLUE RETROSPOT,1,2009-12-03 19:13:00,3.75,17432.0,United Kingdom
490478,84991,60 TEATIME FAIRY CAKE CASES,4,2009-12-06 12:42:00,0.55,14896.0,United Kingdom
489914,79323G,GOLD  CHERRY LIGHTS,4,2009-12-03 10:28:00,6.75,12921.0,United Kingdom
490694,22197,"POPCORN HOLDER , SMALL ",24,2009-12-07 14:02:00,0.85,13089.0,United Kingdom
493372,48111,DOOR MAT 3 SMILEY CATS,1,2009-12-23 11:21:00,6.75,15044.0,United Kingdom
491969,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,1,2009-12-14 17:57:00,6.04,,United Kingdom
C489610,22138,BAKING SET 9 PIECE RETROSPOT ,-2,2009-12-01 14:52:00,4.95,17485.0,United Kingdom
492546,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2009-12-17 14:01:00,2.95,13557.0,United Kingdom
491924,18098A,PINK PORCELAIN B'FLY OIL BURNER,1,2009-12-14 15:31:00,2.95,17364.0,United Kingdom
C493859,85047,WHITE BEADED GARLAND STRING 20LIGHT,-2,2010-01-07 16:15:00,6.35,14911.0,EIRE
492839,85232D,SET/3 DECOUPAGE STACKING TINS,1,2009-12-21 11:08:00,4.95,14085.0,United Kingdom
492414,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,2009-12-16 17:01:00,2.57,,United Kingdom
489875,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2009-12-02 15:41:00,2.95,17841.0,United Kingdom
489857,82613D,METAL SIGN CUPCAKE SINGLE HOOK,1,2009-12-02 14:43:00,2.57,,United Kingdom
489793,22172,METAL SHELF WITH RAIL ,2,2009-12-02 12:09:00,8.5,17476.0,United Kingdom
490459,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2009-12-06 11:58:00,2.55,15555.0,United Kingdom
491113,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,2009-12-09 14:48:00,2.95,14505.0,United Kingdom
492783,79323P,PINK CHERRY LIGHTS,1,2009-12-18 17:15:00,13.87,,United Kingdom
489875,35603C,SET/16 WHITE SHINY & MATT BAUBLES,1,2009-12-02 15:41:00,2.1,17841.0,United Kingdom
489787,22109,FULL ENGLISH BREAKFAST PLATE,1,2009-12-02 11:53:00,3.75,15542.0,United Kingdom
492317,84991,60 TEATIME FAIRY CAKE CASES,24,2009-12-16 12:16:00,0.55,15615.0,United Kingdom
492765,20726,LUNCH BAG WOODLAND,10,2009-12-18 14:54:00,1.65,13855.0,United Kingdom
492705,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,4,2009-12-17 19:42:00,3.75,14702.0,United Kingdom
489875,21385,IVORY HANGING DECORATION  HEART,2,2009-12-02 15:41:00,0.85,17841.0,United Kingdom
492419,85098B,BLUE FLYING SINGING CANARY,1,2009-12-16 17:34:00,3.75,14540.0,United Kingdom
493074,22125,UNION JACK HOT WATER BOTTLE ,1,2009-12-22 09:45:00,13.0,,United Kingdom
493947,22357,KINGS CHOICE BISCUIT TIN,2,2010-01-08 12:22:00,4.25,17243.0,United Kingdom
490612,85198,ASSORTED FARMYARD ANIMALS IN BUCKET,12,2009-12-07 11:46:00,0.85,17508.0,Greece
491966,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,4,2009-12-14 17:16:00,5.17,,United Kingdom
490100,21165,BEWARE OF THE CAT METAL SIGN ,6,2009-12-03 16:21:00,1.69,13001.0,United Kingdom
489866,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2009-12-02 15:04:00,1.65,16200.0,United Kingdom
493667,72772,SET/4 SCENTED CANDLES IN RAMEKINS,32,2010-01-05 12:13:00,1.25,13253.0,United Kingdom
490679,21107,CREAM SLICE FLANNEL PINK SPOT ,12,2009-12-07 13:24:00,2.95,18162.0,United Kingdom
493432,21218,RED SPOTTY BISCUIT TIN,1,2010-01-04 12:30:00,3.75,14680.0,United Kingdom
491663,22155,STAR DECORATION RUSTIC,20,2009-12-13 11:23:00,0.42,15860.0,United Kingdom
489866,21524,SPOTTY  HOME SWEET HOME DOORMAT,2,2009-12-02 15:04:00,6.75,16200.0,United Kingdom
490074,21212,PACK OF 72 RETRO SPOT CAKE CASES,8,2009-12-03 14:39:00,1.3,,United Kingdom
491993,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,6,2009-12-15 10:28:00,4.25,17213.0,United Kingdom
489866,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,1,2009-12-02 15:04:00,0.85,16200.0,United Kingdom
491118,90214I,"LETTER ""I"" BLING KEY RING",1,2009-12-09 15:03:00,1.25,16933.0,United Kingdom
489614,22272,FELTCRAFT DOLL MARIA,1,2009-12-01 14:56:00,6.04,,United Kingdom
493067,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2009-12-21 17:20:00,2.95,,United Kingdom
489857,21846,PINK DIAMANTE PEN IN GIFT BOX,4,2009-12-02 14:43:00,4.3,,United Kingdom
490685,84949,SILVER HANGING T-LIGHT HOLDER,6,2009-12-07 13:48:00,1.65,13206.0,United Kingdom
491893,21684,SMALL MEDINA STAMPED METAL BOWL ,12,2009-12-14 15:17:00,0.85,16805.0,United Kingdom
492725,20877,MODERN CHRISTMAS BAUBLE CANDLE ,1,2009-12-18 11:03:00,0.42,,United Kingdom
489488,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1,2009-12-01 10:59:00,3.75,17238.0,United Kingdom
490745,21645,ASSORTED TUTTI FRUTTI ROUND BOX,3,2009-12-07 18:02:00,3.43,,United Kingdom
491969,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2009-12-14 17:57:00,26.04,,United Kingdom
490514,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2009-12-06 15:01:00,4.95,16773.0,United Kingdom
491119,21902,"KEY FOB , FRONT  DOOR ",3,2009-12-09 15:03:00,0.65,,United Kingdom
491127,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2009-12-09 16:00:00,3.95,18065.0,United Kingdom
490745,21980,PACK OF 12 RED SPOTTY TISSUES ,1,2009-12-07 18:02:00,0.83,,United Kingdom
490095,21257,VICTORIAN SEWING BOX MEDIUM,2,2009-12-03 16:02:00,7.95,14958.0,United Kingdom
490711,47504G,ENGLISH ROSE TAPE MEASURE,1,2009-12-07 15:26:00,1.25,17841.0,United Kingdom
489612,21252,SET OF MEADOW  FLOWER STICKERS,1,2009-12-01 14:55:00,6.04,,United Kingdom
490924,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2009-12-08 13:27:00,2.95,17978.0,United Kingdom
494012,20657,TROPICAL LUGGAGE TAG,8,2010-01-11 09:31:00,0.87,,United Kingdom
490757,82093,HEART SHAPE BUTTON FRAME ,24,2009-12-08 09:35:00,1.25,14215.0,United Kingdom
491123,22138,BAKING SET 9 PIECE RETROSPOT ,2,2009-12-09 15:20:00,4.95,17043.0,United Kingdom
493695,84884A,ANT WHITE WIRE HEART SPIRAL,1,2010-01-05 13:23:00,3.95,14606.0,United Kingdom
491205,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,72,2009-12-10 14:07:00,1.85,16779.0,United Kingdom
493442,21931,JUMBO STORAGE BAG SUKI,3,2010-01-04 13:36:00,1.95,13821.0,United Kingdom
492765,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,6,2009-12-18 14:54:00,4.95,13855.0,United Kingdom
490144,21464,DISCO BALL ROTATOR BATTERY OPERATED,2,2009-12-04 08:46:00,4.25,13154.0,United Kingdom
493079,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,1,2009-12-22 09:52:00,0.86,,United Kingdom
492520,16156S,WRAP PINK FAIRY CAKES ,25,2009-12-17 12:12:00,0.42,14422.0,United Kingdom
491645,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,1,2009-12-11 16:54:00,4.25,17860.0,United Kingdom
493565,90214N,"LETTER ""N"" BLING KEY RING",1,2010-01-04 17:39:00,1.25,17950.0,United Kingdom
491064,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1,2009-12-09 11:58:00,4.95,16782.0,United Kingdom
492783,21491,SET OF THREE VINTAGE GIFT WRAPS,5,2009-12-18 17:15:00,4.3,,United Kingdom
491150,21774,DECORATIVE CATS BATHROOM BOTTLE,96,2009-12-10 08:30:00,1.06,16525.0,United Kingdom
491406,21876,POTTERING MUG,1,2009-12-10 18:27:00,1.25,14081.0,United Kingdom
492303,22299,PIG KEYRING WITH LIGHT & SOUND ,2,2009-12-16 11:57:00,2.57,,United Kingdom
493955,20679,EDWARDIAN PARASOL RED,3,2010-01-08 14:12:00,5.95,14016.0,EIRE
492587,21912,VINTAGE SNAKES & LADDERS,1,2009-12-17 15:29:00,3.75,,United Kingdom
491971,21842,PINK HEART CANDY BUTTON CALCULATOR,1,2009-12-14 18:37:00,5.17,,United Kingdom
490070,22112,CHOCOLATE HOT WATER BOTTLE,48,2009-12-03 14:07:00,4.25,14967.0,United Kingdom
493706,21929,JUMBO BAG PINK VINTAGE PAISLEY,5,2010-01-05 14:32:00,1.95,15768.0,United Kingdom
493231,21859,,1,2009-12-22 13:44:00,0.0,,United Kingdom
491651,21485,RED SPOT HEART HOT WATER BOTTLE,12,2009-12-13 10:41:00,4.95,13768.0,United Kingdom
493264,21539,RETRO SPOTS BUTTER DISH,1,2009-12-22 15:04:00,10.39,,United Kingdom
494007,79160,HEART SHAPE WIRELESS DOORBELL,2,2010-01-10 16:03:00,2.1,14606.0,United Kingdom
490956,79323S, SILVER CHERRY LIGHTS,144,2009-12-08 15:10:00,5.45,15413.0,United Kingdom
493074,15036,ASSORTED COLOURS SILK FAN,1,2009-12-22 09:45:00,1.3,,United Kingdom
492418,22125,UNION JACK HOT WATER BOTTLE ,12,2009-12-16 17:27:00,5.95,15498.0,United Kingdom
493181,72755C,FLOWER FAIRY OIL BURNER SET ROSE,160,2009-12-22 12:01:00,1.25,18251.0,United Kingdom
489791,21591,COSY HOUR CIGAR BOX MATCHES ,1,2009-12-02 12:06:00,1.25,15542.0,United Kingdom
491970,37410,BLACK AND WHITE PAISLEY FLOWER MUG,1,2009-12-14 18:03:00,16.48,,United Kingdom
491665,22186,RED STAR CARD HOLDER,7,2009-12-13 11:32:00,2.95,14685.0,United Kingdom
491340,20662,FIRST CLASS HOLIDAY PURSE ,2,2009-12-10 15:45:00,2.95,12979.0,United Arab Emirates
491658,21012,ANTIQUE ALL GLASS CANDLESTICK,2,2009-12-13 11:05:00,2.1,16442.0,United Kingdom
493569,72754B,F FAIRY POTPOURRI CUSHIONS LAVENDER,36,2010-01-05 09:29:00,0.65,13901.0,United Kingdom
493952,15036,ASSORTED COLOURS SILK FAN,96,2010-01-08 13:52:00,0.65,12971.0,United Kingdom
490941,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2009-12-08 14:03:00,2.95,14527.0,United Kingdom
492425,21429,RED GINGHAM ROSE JEWELLERY BOX,1,2009-12-16 17:58:00,3.43,,United Kingdom
491666,84279B,CHERRY BLOSSOM DECORATIVE FLASK,4,2009-12-13 11:34:00,3.75,13026.0,United Kingdom
492878,21498,RED SPOTS  WRAP ,25,2009-12-21 11:53:00,0.42,13510.0,United Kingdom
490522,21781,MA CAMPAGNE CUTLERY BOX,3,2009-12-06 15:31:00,14.95,15641.0,United Kingdom
489782,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",5,2009-12-02 11:45:00,0.85,17189.0,United Kingdom
490074,21112,"SWISS ROLL TOWEL, PINK  SPOTS",1,2009-12-03 14:39:00,6.04,,United Kingdom
489866,21114,LAVENDER SCENTED FABRIC HEART,10,2009-12-02 15:04:00,1.25,16200.0,United Kingdom
491180,22196,SMALL HEART MEASURING SPOONS,2,2009-12-10 12:03:00,0.85,15719.0,United Kingdom
492362,21980,PACK OF 12 RED SPOTTY TISSUES ,48,2009-12-16 13:49:00,0.29,15222.0,United Kingdom
494011,90129F,RED GLASS TASSLE BAG CHARM,1,2010-01-11 09:30:00,1.7,,United Kingdom
489832,21705,BAG 500g SWIRLY MARBLES,2,2009-12-02 14:06:00,1.65,14549.0,United Kingdom
492810,79323LP,LIGHT PINK CHERRY LIGHTS,24,2009-12-20 12:47:00,5.45,17858.0,United Kingdom
490360,21694,SMALL REGAL  SILVER CANDLEPOT ,6,2009-12-04 16:52:00,2.95,13679.0,United Kingdom
492784,21155,RED SPOTTY PEG BAG,1,2009-12-18 17:24:00,2.1,17841.0,United Kingdom
490141,21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,6,2009-12-04 08:24:00,2.95,15755.0,United Kingdom
493374,21418,STARFISH SOAP DISH,1,2009-12-23 11:51:00,2.55,,United Kingdom
492231,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,6,2009-12-15 19:03:00,2.95,12956.0,United Kingdom
491700,21156,RED SPOTTY CHILDS APRON,3,2009-12-13 13:39:00,1.95,17802.0,United Kingdom
491969,21161,KEEP OUT BOYS DOOR HANGER ,1,2009-12-14 17:57:00,3.43,,United Kingdom
491082,21217,RED SPOTTY ROUND CAKE TINS,12,2009-12-09 13:16:00,8.95,16709.0,United Kingdom
489567,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2009-12-01 13:19:00,3.75,15326.0,United Kingdom
492547,21090,SET/6 COLLAGE PAPER PLATES,12,2009-12-17 14:08:00,0.85,17103.0,United Kingdom
